miRNA_id	Chromosome	Strand	Start	End	panTro6	gorGor6	ponAbe3	macFas5	calJac3	mm39	rn6	canFam5	bosTau9	galGal6
hsa-mir-3180-2	chr16	+	16309879	16309966	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3180-3	chr16	-	18402178	18402271	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3180-4	chr16	-	15154850	15155002	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3180-5	chr16	-	2135977	2136129	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3181	chr16	+	50742305	50742377	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
hsa-mir-3182	chr16	+	83508346	83508408	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3183	chr17	-	1022476	1022559	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3184	chr17	-	30117086	30117160	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-3185	chr17	-	48724408	48724475	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3186	chr17	-	81451104	81451188	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3187	chr19	+	813584	813653	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
hsa-mir-3188	chr19	+	18282077	18282161	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3189	chr19	+	18386562	18386634	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3190	chr19	+	47226942	47227021	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3191	chr19	-	47226944	47227019	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3192	chr20	+	18470615	18470691	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3193	chr20	+	31607186	31607240	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3194	chr20	-	51452905	51452977	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3195	chr20	+	62064802	62064885	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3196	chr20	+	63238779	63238842	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3197	chr21	+	41167557	41167629	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3198-1	chr22	-	17764180	17764259	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3198-2	chr12	-	54231397	54231476	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3199-1	chr22	-	27920525	27920612	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3199-2	chr22	+	27920526	27920611	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-32	chr9	-	109046229	109046298	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
hsa-mir-3200	chr22	+	30731557	30731641	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3201	chr22	+	48274364	48274415	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3202-1	chrX	+	153981097	153981177	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3202-2	chrX	-	153981098	153981176	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-320a	chr8	-	22244966	22245037	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-320b-1	chr1	+	116671746	116671817	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-320b-2	chr1	-	224257040	224257110	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-320c-1	chr18	+	21683518	21683589	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-320c-2	chr18	+	24321675	24321746	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-320d-1	chr13	-	40727816	40727887	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-320d-2	chrX	-	140926160	140926231	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-320e	chr19	-	46709282	46709354	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-323a	chr14	+	101025732	101025817	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-323b	chr14	+	101056219	101056300	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
hsa-mir-324	chr17	-	7223297	7223379	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-325	chrX	-	77005404	77005501	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
hsa-mir-326	chr11	-	75335092	75335186	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-328	chr16	-	67202321	67202395	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-329-1	chr14	+	101026785	101026864	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
hsa-mir-329-2	chr14	+	101027100	101027183	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
hsa-mir-330	chr19	-	45638994	45639087	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-331	chr12	+	95308420	95308513	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-335	chr7	+	130496111	130496204	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
hsa-mir-337	chr14	+	100874493	100874585	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-338	chr17	-	81125883	81125949	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-339	chr7	-	1022933	1023026	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
hsa-mir-33a	chr22	+	41900944	41901012	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-33b	chr17	-	17813836	17813931	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
hsa-mir-340	chr5	-	180015303	180015397	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-342	chr14	+	100109655	100109753	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
hsa-mir-345	chr14	+	100307859	100307956	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
hsa-mir-346	chr10	-	86264694	86264788	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-34a	chr1	-	9151668	9151777	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
hsa-mir-34b	chr11	+	111512938	111513021	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
hsa-mir-34c	chr11	+	111513439	111513515	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-3529	chr15	-	88611847	88611924	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
hsa-mir-3605	chr1	-	33332393	33332492	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3606	chr2	+	188995630	188995692	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3609	chr7	+	98881650	98881729	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-361	chrX	-	85903636	85903707	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
hsa-mir-3610	chr8	-	116874728	116874800	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-3611	chr10	-	35079598	35079680	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3612	chr12	+	128294092	128294178	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3613	chr13	-	49996415	49996501	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
hsa-mir-3614	chr17	-	56891270	56891355	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3615	chr17	+	74748613	74748699	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3616	chr20	+	47166967	47167058	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3617	chr20	-	45705102	45705180	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3618	chr22	+	20085746	20085833	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-3619	chr22	+	46091044	46091126	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-362	chrX	+	50008964	50009028	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
hsa-mir-3620	chr1	+	228097263	228097341	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3621	chr9	-	137169186	137169270	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3622a	chr8	+	27701677	27701759	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3622b	chr8	-	27701673	27701767	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-363	chrX	-	134169378	134169452	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE
hsa-mir-3646	chr20	+	44408120	44408203	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3648-1	chr21	+	8208473	8208652	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3648-2	chr21	+	8986999	8987178	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3649	chr12	-	1660315	1660380	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3650	chr5	-	38557502	38557561	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3651	chr9	-	92292458	92292547	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
hsa-mir-3652	chr12	+	103930425	103930555	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
hsa-mir-3654	chr7	-	133034860	133034915	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3655	chr5	+	140647844	140647926	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3657	chr12	-	112037599	112037715	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3658	chr1	+	165907921	165907976	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
hsa-mir-3659	chr1	+	38089231	38089329	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-365a	chr16	+	14309285	14309371	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
hsa-mir-365b	chr17	+	31575411	31575521	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
hsa-mir-3660	chr5	-	90016621	90016720	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
hsa-mir-3661	chr5	+	134225757	134225852	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
hsa-mir-3662	chr6	-	134979338	134979432	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
hsa-mir-3663	chr10	-	117167678	117167774	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3664	chr11	-	70872270	70872368	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3665	chr13	-	77698012	77698116	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
hsa-mir-3666	chr7	+	114653345	114653455	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
hsa-mir-3667	chr22	-	49543393	49543466	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3668	chr6	+	140205252	140205326	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-367	chr4	-	112647874	112647941	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
hsa-mir-3670-1	chr16	+	14907717	14907781	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3670-2	chr16	+	16306370	16306434	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3670-3	chr16	-	18405698	18405762	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3670-4	chr16	-	18488301	18488365	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3671	chr1	-	65057755	65057842	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3672	chrX	+	121370972	121371053	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3674	chr8	+	1801125	1801192	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3675	chr1	-	16858949	16859021	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3677	chr16	+	2270713	2270772	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3678	chr17	+	75406069	75406162	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3679	chr2	+	134127125	134127192	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3680-1	chr16	-	21506049	21506135	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3680-2	chr16	-	29599179	29599265	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3681	chr2	+	12199130	12199201	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3682	chr2	-	53849122	53849205	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3683	chr7	-	7066964	7067045	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3684	chr4	+	98997387	98997460	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3685	chr12	+	95309923	95309984	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3686	chr8	-	129484057	129484142	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3688-1	chr4	-	159128802	159128894	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3688-2	chr4	+	159128805	159128891	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3689a	chr9	-	134849487	134849564	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3689b	chr9	-	134850125	134850272	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3689c	chr9	-	134849298	134849369	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3689d-1	chr9	-	134849609	134849682	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3689d-2	chr9	-	134850277	134850356	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3689e	chr9	-	134850570	134850641	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3689f	chr9	-	134850742	134850807	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-369	chr14	+	101065598	101065667	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-3690-1	chrX	+	1293918	1293992	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3690-2	chrY	+	1293918	1293992	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3691	chr6	-	5148233	5148322	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3692	chr6	+	157529132	157529200	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-370	chr14	+	100911139	100911213	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-3714	chr3	+	16933196	16933260	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-371a	chr19	+	53787675	53787741	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-371b	chr19	-	53787677	53787742	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-372	chr19	+	53787890	53787956	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-373	chr19	+	53788705	53788773	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-374a	chrX	-	74287286	74287357	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
hsa-mir-374b	chrX	-	74218547	74218618	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-374c	chrX	+	74218549	74218618	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-375	chr2	-	219001645	219001708	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-376a-1	chr14	+	101040782	101040849	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-376a-2	chr14	+	101040069	101040148	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
hsa-mir-376b	chr14	+	101040436	101040535	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
hsa-mir-376c	chr14	+	101039690	101039755	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-377	chr14	+	101062050	101062118	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-378a	chr5	+	149732825	149732890	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-378b	chr3	+	10330229	10330285	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-378c	chr10	-	130962588	130962668	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-378d-1	chr4	-	5923275	5923328	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-378d-2	chr8	-	93916022	93916119	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-378e	chr5	+	170028488	170028566	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-378f	chr1	+	23929070	23929147	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-378h	chr5	+	154829458	154829540	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-378i	chr22	-	41923222	41923297	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-378j	chr17	-	37614931	37615039	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-379	chr14	+	101022066	101022132	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-380	chr14	+	101025017	101025077	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
hsa-mir-381	chr14	+	101045920	101045994	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-382	chr14	+	101054306	101054381	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
hsa-mir-383	chr8	-	14853438	14853510	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
hsa-mir-384	chrX	-	76919273	76919360	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3907	chr7	-	151433489	151433639	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3908	chr12	+	123536409	123536534	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3909	chr22	+	35335640	35335758	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3910-1	chr9	+	91636251	91636361	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3910-2	chr9	-	91636264	91636345	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3911	chr9	-	127690687	127690795	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3912	chr5	-	171386656	171386760	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3913-1	chr12	-	69584722	69584823	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3913-2	chr12	+	69584723	69584822	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3914-1	chr7	-	71307672	71307770	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3914-2	chr7	+	71307674	71307768	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3915	chrX	-	32583656	32583752	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3916	chr1	-	247201967	247202060	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3917	chr1	-	25906362	25906454	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
hsa-mir-3918	chr6	-	158764661	158764753	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3919	chr3	+	159282646	159282734	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
hsa-mir-3920	chr11	-	101519820	101519905	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
