"","seqnames","start","end","width","strand","type","log_kd","p3.score","note","ORF","symbol.x","V3","logFC","logCPM","LR","PValue","FDR","medianLength","gene_name","repression","8mer","7mer","6mer","non-canonical","ORF.canonical","ORF.non-canonical","symbol.y","gene_id"
"3450","ENST00000282286",741,748,8,"*","7mer-m8",-3909,0,"-",TRUE,"ZNF304","ENSG00000131845.15",-0.798630497697452,2.33835216510266,3.40447424759106,0.0650198309300708,1,4221.476,"ZNF304",-0.207266629833639,0,0,0,0,2,0,"ZNF304","ENSG00000131845"
"6373","ENST00000326624",2199,2206,8,"*","7mer-m8",-3909,2,"-",FALSE,"ZBTB33","ENSG00000177485.7",-0.112106300880239,2.96221300441222,0.138118456870945,0.710158731888778,1,4061.3775,"ZBTB33",-0.994063479198059,0,2,0,0,1,0,"ZBTB33","ENSG00000177485"
"180","ENST00000196371",2748,2755,8,"*","7mer-m8",-3904,0,"-",FALSE,"OXCT1","ENSG00000083720.13",-0.0606882581340659,6.10900427502302,0.476283969221049,0.490110364884801,1,2842.415,"OXCT1",-0.557373942275496,0,1,0,0,0,0,"OXCT1","ENSG00000083720"
"347","ENST00000218348",1066,1073,8,"*","7mer-m8",-3904,4,"-",TRUE,"USP11","ENSG00000102226.10",0.0532043683419115,6.41568726535335,0.114326586562077,0.735271141219651,1,3184.3585,"USP11",-0.184325032197528,0,0,0,0,1,0,"USP11","ENSG00000102226"
"1648","ENST00000259750",4641,4648,8,"*","7mer-m8",-3904,0,"-",FALSE,"TTBK1","ENSG00000146216.13",-0.0768817998837552,2.05160136318569,0.0979183849554461,0.75434209961009,1,6073.256,"TTBK1",-0.811289163695156,0,1,0,0,2,0,"TTBK1","ENSG00000146216"
"1906","ENST00000261879",319,326,8,"*","7mer-m8",-3904,0,"-",TRUE,"APH1B","ENSG00000138613.14",-0.128288131673223,2.41415444497761,0.278349074107004,0.597785339178007,1,3654.019,"APH1B",-1.01674767319229,0,1,1,0,2,0,"APH1B","ENSG00000138613"
"3012","ENST00000271715",4690,4697,8,"*","7mer-a1",-3904,0,"-",FALSE,"POGZ","ENSG00000143442.23",-0.733346427613453,1.93903695272543,0.26116883290365,0.609318285815982,1,6452.1895,"POGZ",-0.6040422640182,0,1,0,0,1,0,"POGZ","ENSG00000143442"
"5316","ENST00000311637",5884,5891,8,"*","7mer-m8",-3904,0,"-",FALSE,"ATP9A","ENSG00000054793.14",0.547785625171387,4.27040750279592,1.75097697290232,0.185753960396331,1,7296.8975,"ATP9A",-1.41904435349532,1,2,0,0,0,0,"ATP9A","ENSG00000054793"
"5583","ENST00000315930",17497,17504,8,"*","7mer-a1",-3904,0,"-",FALSE,"FGF13","ENSG00000129682.16",-0.0585119493701944,5.93289620732231,0.0591872507988835,0.807785165600992,1,16134.7615,"FGF13",-1.33501780489042,0,3,1,0,0,0,"FGF13","ENSG00000129682"
"5746","ENST00000318037",1108,1115,8,"*","7mer-m8",-3904,0,"-",TRUE,"RNF168","ENSG00000163961.4",-0.120057642023307,3.24038337041626,0.447125398693903,0.503703227227602,1,4773.7725,"RNF168",-1.54156706655977,2,0,0,0,1,0,"RNF168","ENSG00000163961"
"5790","ENST00000318709",3807,3814,8,"*","7mer-a1",-3904,5,"-",FALSE,"AVL9","ENSG00000105778.20",-0.0246900131787261,2.92735279562966,0.00961926742077512,0.921870464680937,1,6286.1295,"AVL9",-0.950668396335929,0,2,0,0,0,0,"AVL9","ENSG00000105778"
"5967","ENST00000320985",3863,3870,8,"*","7mer-a1",-3904,0,"-",FALSE,"ZEB1","ENSG00000148516.23",-0.314236809552485,3.29927788048885,1.02706452228048,0.310849125530009,1,4533.174,"ZEB1",-0.557373942275496,0,1,0,0,0,0,"ZEB1","ENSG00000148516"
"6165","ENST00000323959",2374,2381,8,"*","7mer-a1",-3904,0,"-",FALSE,"CSTF3","ENSG00000176102.13",0.205477209847499,3.68598940197451,0.764277261655856,0.381993270383993,1,2389.5985,"CSTF3",-0.557373942275496,0,1,0,0,0,0,"CSTF3","ENSG00000176102"
"7423","ENST00000338821",6292,6299,8,"*","7mer-m8",-3904,0,"-",FALSE,"ATP9A","ENSG00000054793.14",-0.237385944705248,5.05696894461899,0.637147423306279,0.424745648064608,1,7748.1885,"ATP9A",-1.41904435349532,1,2,0,0,0,0,"ATP9A","ENSG00000054793"
"9674","ENST00000361060",1270,1277,8,"*","7mer-m8",-3904,0,"-",TRUE,"GFPT1","ENSG00000198380.13",0.109259744683954,4.46543526593036,0.61251342796057,0.43384302657853,1,6916.98,"GFPT1",-1.50143611089338,0,2,2,0,1,0,"GFPT1","ENSG00000198380"
"10209","ENST00000367339",2681,2688,8,"*","7mer-m8",-3904,0,"-",FALSE,"ULBP3","ENSG00000131019.11",0.103257354813239,5.29154974725144,0.423635086229121,0.515128757515935,1,2792.9235,"ULBP3",-0.557373942275496,0,1,0,0,0,0,"ULBP3","ENSG00000131019"
"10606","ENST00000369110",2298,2305,8,"*","7mer-a1",-3904,0,"-",FALSE,"PREP","ENSG00000085377.15",-0.0465867855595266,5.93664852107689,0.107100818128755,0.743469267054255,1,3514.3625,"PREP",-0.916459766504494,0,2,0,0,1,0,"PREP","ENSG00000085377"
"12356","ENST00000377078",247,254,8,"*","7mer-m8",-3904,4,"-",TRUE,"USP11","ENSG00000102226.10",0.333322318533179,1.9709635549555,0.0194686422665953,0.88903129072927,1,809.011,"USP11",-0.184325032197528,0,0,0,0,1,0,"USP11","ENSG00000102226"
"12374","ENST00000377107",937,944,8,"*","7mer-m8",-3904,4,"-",TRUE,"USP11","ENSG00000102226.10",0.0170263622347822,7.44983781284064,0.0150573052747731,0.902338160836029,1,3044.266,"USP11",-0.184325032197528,0,0,0,0,1,0,"USP11","ENSG00000102226"
"13859","ENST00000392723",4531,4538,8,"*","7mer-a1",-3904,0,"-",FALSE,"POGZ","ENSG00000143442.23",0.578438120531219,2.84947809200411,0.548738411665617,0.458833637070645,1,5971.151,"POGZ",-0.6040422640182,0,1,0,0,1,0,"POGZ","ENSG00000143442"
"14769","ENST00000397062",1264,1271,8,"*","7mer-a1",-3904,0,"-",TRUE,"NFE2L2","ENSG00000116044.17",0.032537624200038,3.9851672392153,0.0185730205698622,0.891597665541138,1,1973.773,"NFE2L2",-0.153598091969595,0,0,0,0,1,0,"NFE2L2","ENSG00000116044"
"15939","ENST00000409078",4008,4015,8,"*","7mer-m8",-3904,3,"-",TRUE,"CLASP1","ENSG00000074054.21",-5.97049258739169,3.09918944348607,6.15536201175162,0.0131014298135835,0.616634627487958,7716.8825,"CLASP1",-0.34405146024833,0,0,0,0,4,0,"CLASP1","ENSG00000074054"
"17160","ENST00000424869",3866,3873,8,"*","7mer-a1",-3904,0,"-",FALSE,"ZEB1","ENSG00000148516.23",-0.0973465335940764,3.27427791595685,0.0499639438523722,0.823126026001439,1,4965.7805,"ZEB1",-0.557373942275496,0,1,0,0,0,0,"ZEB1","ENSG00000148516"
"17747","ENST00000433686",1949,1956,8,"*","7mer-a1",-3904,0,"-",FALSE,"ZSCAN18","ENSG00000121413.13",-0.221253747946372,3.06537549986506,0.376289612231361,0.539595693051345,1,1513.673,"ZSCAN18",-0.557373942275496,0,1,0,0,0,0,"ZSCAN18","ENSG00000121413"
"19158","ENST00000455322",4029,4036,8,"*","7mer-m8",-3904,3,"-",TRUE,"CLASP1","ENSG00000074054.21",1.30991688149433,3.02671382575314,2.72987599685802,0.0984869314796148,1,7714.876,"CLASP1",-0.34405146024833,0,0,0,0,4,0,"CLASP1","ENSG00000074054"
"21702","ENST00000524827",2470,2477,8,"*","7mer-a1",-3904,0,"-",FALSE,"CSTF3","ENSG00000176102.13",-0.475272732226762,2.30449188570515,1.48592995858879,0.22284902508839,1,2499.695,"CSTF3",-0.557373942275496,0,1,0,0,0,0,"CSTF3","ENSG00000176102"
"25406","ENST00000601144",2258,2265,8,"*","7mer-a1",-3904,0,"-",FALSE,"ZSCAN18","ENSG00000121413.13",0.117781759762239,4.74765410694102,0.758842943033258,0.383690863372104,1,1958.843,"ZSCAN18",-0.557373942275496,0,1,0,0,0,0,"ZSCAN18","ENSG00000121413"
"27876","ENST00000645722",6618,6625,8,"*","7mer-m8",-3904,0,"-",FALSE,"ARHGAP26","ENSG00000145819.18",0.176094915229109,2.63803773602363,0.357170074326918,0.550082119859709,1,8925.1965,"ARHGAP26",-0.773068039265783,0,1,1,0,0,0,"ARHGAP26","ENSG00000145819"
"28728","ENST00000652536",2496,2503,8,"*","7mer-a1",-3904,0,"-",FALSE,"PREP","ENSG00000085377.15",0.119325867713127,3.11424302726661,0.346977815619788,0.555828921273652,1,6750.528,"PREP",-1.17680845303459,0,3,1,0,1,0,"PREP","ENSG00000085377"
"29311","ENST00000674438",1054,1061,8,"*","7mer-m8",-3904,0,"-",TRUE,"GFPT1","ENSG00000198380.13",0.145425423244128,2.18558376169734,0.141742833551444,0.706554510698068,1,2219.1435,"GFPT1",-0.153598091969595,0,0,0,0,1,0,"GFPT1","ENSG00000198380"
"755","ENST00000237455",1621,1628,8,"*","7mer-a1",-3901,0,"-",TRUE,"RNF103","ENSG00000239305.7",0.0561238439216512,3.6565610954203,0.151055747331098,0.697528483154919,1,2694.87,"RNF103",-0.375808423973192,0,0,1,0,2,0,"RNF103","ENSG00000239305"
"5963","ENST00000320954",2585,2592,8,"*","7mer-a1",-3901,0,"-",FALSE,"CRTAP","ENSG00000170275.15",-0.360329517133641,2.81450033703171,1.55949839736358,0.211738679649401,1,6422.3875,"CRTAP",-1.27468387191986,0,3,1,0,1,0,"CRTAP","ENSG00000170275"
"6893","ENST00000333229",6606,6613,8,"*","7mer-a1",-3901,0,"-",TRUE,"BRWD1","ENSG00000185658.14",0.288600436700196,1.90920716322784,0.673498413548744,0.41183455335812,1,8481.367,"BRWD1",-0.991783932671209,1,0,0,0,3,0,"BRWD1","ENSG00000185658"
"7289","ENST00000337435",3758,3765,8,"*","7mer-a1",-3901,0,"-",FALSE,"NIPA1","ENSG00000170113.16",-0.0572427014332088,4.10207792932346,0.190603206846111,0.662415047240481,1,5739.33,"NIPA1",-0.987472971630266,0,2,1,0,0,0,"NIPA1","ENSG00000170113"
"10371","ENST00000368090",5556,5563,8,"*","7mer-a1",-3901,0,"-",FALSE,"PIGM","ENSG00000143315.8",0.00676228270279359,4.35995905409084,0.00320264710717932,0.954870259186969,1,5829.573,"PIGM",-1.3260360961679,0,2,1,0,0,0,"PIGM","ENSG00000143315"
"12896","ENST00000379687",1339,1346,8,"*","7mer-a1",-3901,4,"-",TRUE,"BCLAF3","ENSG00000173681.17",0.242806761264812,2.84422132137236,0.515091637094287,0.472942993471756,1,5428.5055,"BCLAF3",-0.634223148519639,0,0,1,0,2,0,"BCLAF3","ENSG00000173681"
"13416","ENST00000383202",3531,3538,8,"*","7mer-a1",-3901,0,"-",TRUE,"STAG1","ENSG00000118007.13",0.0557454717474342,1.71047016728426,0.00211186290256293,0.96334610917594,1,5330.3985,"STAG1",-0.537804063386288,0,0,0,0,3,0,"STAG1","ENSG00000118007"
"16050","ENST00000409411",18,25,8,"*","7mer-a1",-3901,0,"-",TRUE,"PREPL","ENSG00000138078.16",0.0898763562901466,4.53564786195075,0.208848960188961,0.647671076810413,1,4621.8995,"PREPL",-0.315897540436582,0,0,0,0,2,0,"PREPL","ENSG00000138078"
"16193","ENST00000409936",285,292,8,"*","7mer-a1",-3901,0,"-",TRUE,"PREPL","ENSG00000138078.16",-0.376179994013855,3.09644368976858,0.910783198507568,0.339906698489727,1,4319.399,"PREPL",-0.315897540436582,0,0,0,0,2,0,"PREPL","ENSG00000138078"
"16198","ENST00000409957",18,25,8,"*","7mer-a1",-3901,0,"-",TRUE,"PREPL","ENSG00000138078.16",-0.267523330146629,6.33188893031799,2.12145817335852,0.145248198270577,1,3868.147,"PREPL",-0.315897540436582,0,0,0,0,2,0,"PREPL","ENSG00000138078"
"17192","ENST00000425263",285,292,8,"*","7mer-a1",-3901,0,"-",TRUE,"PREPL","ENSG00000138078.16",1.05658135109757,1.65509478171327,0.712592155921204,0.39858461975524,1,4677.6495,"PREPL",-0.315897540436582,0,0,0,0,2,0,"PREPL","ENSG00000138078"
"22806","ENST00000541738",18,25,8,"*","7mer-a1",-3901,0,"-",TRUE,"PREPL","ENSG00000138078.16",-0.188525130558761,2.34620690947768,0.20165840655698,0.653385544958524,1,4854.086,"PREPL",-0.315897540436582,0,0,0,0,2,0,"PREPL","ENSG00000138078"
"1652","ENST00000259883",1951,1958,8,"*","7mer-a1",-3900,0,"-",TRUE,"PGBD1","ENSG00000137338.6",0.31675981830767,2.58606667372499,1.57757481790131,0.20911036750608,1,2744.6205,"PGBD1",-0.490597263754787,0,1,0,0,1,0,"PGBD1","ENSG00000137338"
"3239","ENST00000276590",685,692,8,"*","7mer-a1",-3900,0,"-",TRUE,"LACTB2","ENSG00000147592.9",0.210808417545977,1.72471537507398,0.242323050005677,0.622533297355711,1,758.0945,"LACTB2",-0.1530419475154,0,0,0,0,1,0,"LACTB2","ENSG00000147592"
"10433","ENST00000368361",1294,1301,8,"*","7mer-a1",-3900,0,"-",TRUE,"CLK2","ENSG00000176444.19",1.2796070441688,1.64647515035096,0.318683875452088,0.572399663121415,1,1889.3565,"CLK2",-0.1530419475154,0,0,0,0,1,0,"CLK2","ENSG00000176444"
"1415","ENST00000256594",274,281,8,"*","7mer-m8",-3889,0,"-",TRUE,"GSTM3","ENSG00000134202.12",-0.0521082295195526,6.62230578253289,0.601132023967968,0.438146433338087,1,3662.5345,"GSTM3",-1.30903638662155,0,2,2,0,1,0,"GSTM3","ENSG00000134202"
"8188","ENST00000347631",552,559,8,"*","7mer-m8",-3889,0,"-",TRUE,"ST3GAL3","ENSG00000126091.21",-0.0127669636365768,2.78381033783489,0.00087112818657431,0.97645395097776,1,2040.5945,"ST3GAL3",-0.151521409992503,0,0,0,0,1,0,"ST3GAL3","ENSG00000126091"
"9783","ENST00000361400",504,511,8,"*","7mer-m8",-3889,0,"-",TRUE,"ST3GAL3","ENSG00000126091.21",0.248979377142588,2.03590058081012,0.165189034521648,0.684423346041783,1,1995.0465,"ST3GAL3",-0.151521409992503,0,0,0,0,1,0,"ST3GAL3","ENSG00000126091"
"11959","ENST00000374809",2081,2088,8,"*","7mer-m8",-3889,0,"-",FALSE,"TP53INP2","ENSG00000078804.13",0.403115409205705,4.57176925297944,0.916776642334151,0.33832274650184,1,3586.741,"TP53INP2",-0.678013592335218,0,1,1,0,0,0,"TP53INP2","ENSG00000078804"
"11961","ENST00000374810",2081,2088,8,"*","7mer-m8",-3889,0,"-",FALSE,"TP53INP2","ENSG00000078804.13",-0.714911602384022,4.94214301056335,3.50068413940059,0.0613434831175013,1,3741.4765,"TP53INP2",-0.678013592335218,0,1,1,0,0,0,"TP53INP2","ENSG00000078804"
"14198","ENST00000394479",441,448,8,"*","7mer-m8",-3889,0,"-",TRUE,"REL","ENSG00000162924.16",0.305110091614484,3.00290710981613,0.0596745982553735,0.807010992254856,1,9278.579,"REL",-1.07089967979899,0,1,2,0,3,0,"REL","ENSG00000162924"
"988","ENST00000246229",3641,3648,8,"*","7mer-a1",-3886,0,"-",FALSE,"PLAGL2","ENSG00000126003.7",-0.233667941041583,1.68639571819119,0.789746390477908,0.374176822458638,1,5609.153,"PLAGL2",-0.551198039285975,0,1,0,0,0,0,"PLAGL2","ENSG00000126003"
"10519","ENST00000368836",3488,3495,8,"*","7mer-a1",-3886,0,"-",FALSE,"EEF1AKMT2","ENSG00000203791.15",-0.0855053116456169,3.34464529549478,0.194992235079634,0.658793701215723,1,2541.1955,"EEF1AKMT2",-1.12346694982443,0,2,1,0,0,0,"EEF1AKMT2","ENSG00000203791"
"10099","ENST00000366994",268,275,8,"*","7mer-a1",-3885,0,"-",TRUE,"INTS7","ENSG00000143493.13",-0.235548665199349,2.59068585705708,0.426249282687396,0.51383513063373,1,4052.302,"INTS7",-0.150971698287758,0,0,0,0,1,0,"INTS7","ENSG00000143493"
"10278","ENST00000367607",7318,7325,8,"*","7mer-a1",-3885,0,"-",TRUE,"CEP350","ENSG00000135837.16",-0.0781189564294244,3.62803360496723,0.135599295158482,0.712695706656434,1,12395.431,"CEP350",-0.792889176660892,0,0,1,0,5,0,"CEP350","ENSG00000135837"
"13426","ENST00000383677",1573,1580,8,"*","7mer-a1",-3885,0,"-",FALSE,"GTPBP8","ENSG00000163607.18",-0.0125055876093129,1.57713022381044,0.00102958532323605,0.974402549357257,1,1193.996,"GTPBP8",-0.818855921338229,0,2,0,0,0,0,"GTPBP8","ENSG00000163607"
"13428","ENST00000383678",1672,1679,8,"*","7mer-a1",-3885,0,"-",FALSE,"GTPBP8","ENSG00000163607.18",0.201416182918425,2.03818771502103,0.411016851718119,0.52145384232868,1,1308.204,"GTPBP8",-0.818855921338229,0,2,0,0,0,0,"GTPBP8","ENSG00000163607"
"18064","ENST00000439174",5524,5531,8,"*","7mer-a1",-3885,3,"-",FALSE,"GNA13","ENSG00000120063.10",-0.062883506138963,3.61981818946773,0.124409316284982,0.724300576978588,1,4935.931,"GNA13",-1.12826521586137,0,2,0,0,0,0,"GNA13","ENSG00000120063"
"20767","ENST00000507093",3475,3482,8,"*","7mer-a1",-3885,0,"-",TRUE,"RAPGEF6","ENSG00000158987.22",-0.0334484676377625,1.60335446597549,0.0102393098618307,0.919400051523055,1,5286.9535,"RAPGEF6",-0.29719388954078,0,0,0,0,3,0,"RAPGEF6","ENSG00000158987"
"20866","ENST00000509018",3436,3443,8,"*","7mer-a1",-3885,0,"-",TRUE,"RAPGEF6","ENSG00000158987.22",0.182959354274758,2.2006729158909,0.0213990832997801,0.883696994732829,1,7338.666,"RAPGEF6",-0.29719388954078,0,0,0,0,3,0,"RAPGEF6","ENSG00000158987"
"21373","ENST00000519065",7297,7304,8,"*","7mer-a1",-3885,0,"-",FALSE,"HDAC2","ENSG00000196591.12",-0.157350464854719,4.24640366440049,0.838972929457146,0.359690678786374,1,7854.9475,"HDAC2",-0.966093130999285,0,2,0,0,1,0,"HDAC2","ENSG00000196591"
"21931","ENST00000529010",1588,1595,8,"*","7mer-a1",-3885,0,"-",FALSE,"NUCB2","ENSG00000070081.18",0.046866634344558,3.75818169375044,0.0579384009602535,0.809784562155775,1,1651.443,"NUCB2",-0.550855627926156,0,1,0,0,0,0,"NUCB2","ENSG00000070081"
"25324","ENST00000598742",855,862,8,"*","7mer-a1",-3885,0,"-",FALSE,"RPS19","ENSG00000105372.8",0.111210992747322,6.48134348070061,1.59060028621196,0.207240390636127,1,1801.5115,"RPS19",-0.550855627926156,0,1,0,0,0,0,"RPS19","ENSG00000105372"
"25534","ENST00000606162",3415,3422,8,"*","7mer-a1",-3885,0,"-",FALSE,"PRXL2A","ENSG00000122378.14",0.0915058703230767,5.06177248931291,0.713364756912446,0.398329052125727,1,5518.7085,"PRXL2A",-0.773325911909075,0,2,0,0,0,0,"PRXL2A","ENSG00000122378"
"26349","ENST00000617869",493,500,8,"*","7mer-a1",-3885,0,"-",TRUE,"OTUD6B","ENSG00000155100.11",-1.05126739619883,2.33906993015099,0.279463391588695,0.597053144709799,1,2039.61,"OTUD6B",-0.444045835527392,0,0,1,0,1,0,"OTUD6B","ENSG00000155100"
"28993","ENST00000671916",2434,2441,8,"*","7mer-a1",-3885,0,"-",TRUE,"RAPGEF6","ENSG00000158987.22",0.0773045787436679,3.10012212301114,0.044016467314588,0.833822978198428,1,6141.3395,"RAPGEF6",-0.29719388954078,0,0,0,0,3,0,"RAPGEF6","ENSG00000158987"
"1019","ENST00000248114",1390,1397,8,"*","7mer-m8",-3884,0,"-",FALSE,"GFER","ENSG00000127554.13",-0.27695064967016,2.18589637221906,1.09982684688523,0.294304107311686,1,2019.3,"GFER",-0.550513290577977,0,1,0,0,0,0,"GFER","ENSG00000127554"
"1165","ENST00000252136",475,482,8,"*","7mer-m8",-3884,3,"-",TRUE,"TRMT2A","ENSG00000099899.15",0.267071807954308,2.82661317246398,1.16154025940434,0.281146333110077,1,2507.0905,"TRMT2A",-0.299286194713325,0,0,0,0,3,0,"TRMT2A","ENSG00000099899"
"6325","ENST00000325722",2311,2318,8,"*","7mer-m8",-3884,0,"-",TRUE,"KIAA0319L","ENSG00000142687.19",0.108687032804864,4.70676174036358,0.474529696518693,0.490910643914375,1,4734.0715,"KIAA0319L",-0.20165441564001,0,0,0,0,2,0,"KIAA0319L","ENSG00000142687"
"11324","ENST00000372236",4150,4157,8,"*","7mer-m8",-3884,3,"-",FALSE,"POLH","ENSG00000170734.12",0.531922337343839,1.76024223124576,4.53670929197652,0.0331753095154422,0.886939209826261,8295.31,"POLH",-0.858909952836891,0,1,1,0,1,0,"POLH","ENSG00000170734"
"14743","ENST00000396958",31,38,8,"*","7mer-m8",-3884,4,"-",TRUE,"FLYWCH2","ENSG00000162076.13",0.0376290448577164,5.50512410071204,0.0935984752400021,0.759651335506669,1,624.641,"FLYWCH2",-0.181101415428469,0,0,0,0,1,0,"FLYWCH2","ENSG00000162076"
"259","ENST00000215917",1670,1677,8,"*","7mer-m8",-3881,0,"-",FALSE,"SRRD","ENSG00000100104.13",0.0546856520583686,4.98752687316883,0.294068001441246,0.587625375295233,1,3846.5555,"SRRD",-1.05226667061603,0,2,0,0,1,0,"SRRD","ENSG00000100104"
"1612","ENST00000259199",906,913,8,"*","7mer-a1",-3881,8,"TDMD?",TRUE,"CBWD2","ENSG00000136682.16",0.0138751395384272,6.68199912225659,0.0238403695360141,0.877291776132026,1,1281.3595,"CBWD2",-0.21570336302421,0,0,0,0,1,0,"CBWD2","ENSG00000136682"
"1790","ENST00000261455",277,284,8,"*","7mer-a1",-3881,1,"-",TRUE,"PACC1","ENSG00000065600.13",0.0767727454064056,3.97965224256278,0.127894077528943,0.720625602433031,1,2118.639,"PACC1",-0.186593340173939,0,0,0,0,2,0,"PACC1","ENSG00000065600"
"2581","ENST00000265284",157,164,8,"*","7mer-a1",-3881,0,"-",TRUE,"TLE4","ENSG00000106829.20",-0.0942126077912585,2.2330766469902,0.0493699945888242,0.824163178327733,1,2189.1945,"TLE4",-0.708582780324076,0,0,0,0,3,0,"TLE4","ENSG00000106829"
"3230","ENST00000276390",865,872,8,"*","7mer-a1",-3881,0,"-",TRUE,"ATP6V1B2","ENSG00000147416.11",-0.0282554387624586,8.02605095689697,0.0861940147821434,0.769072615003026,1,2630.7325,"ATP6V1B2",-0.352995949882307,0,0,1,0,1,0,"ATP6V1B2","ENSG00000147416"
"4903","ENST00000306908",1843,1850,8,"*","7mer-a1",-3881,0,"-",FALSE,"ZNF57","ENSG00000171970.14",0.028645405553865,2.73440471554399,0.00679824869443912,0.934287689929081,1,1714.2085,"ZNF57",-0.849900127464157,0,1,0,0,4,0,"ZNF57","ENSG00000171970"
"5068","ENST00000308824",3088,3095,8,"*","7mer-a1",-3881,0,"-",FALSE,"PCMTD2","ENSG00000203880.13",-0.191727636521778,3.18410997983811,1.38060716090661,0.239997752830308,1,3024.5095,"PCMTD2",-0.549486723977493,0,1,0,0,0,0,"PCMTD2","ENSG00000203880"
"5161","ENST00000310078",2038,2045,8,"*","7mer-a1",-3881,0,"-",FALSE,"AGFG1","ENSG00000173744.18",0.212825444212696,2.97811532366352,0.902909045310111,0.342002884966316,1,6488.728,"AGFG1",-1.36382657640858,0,2,4,0,0,0,"AGFG1","ENSG00000173744"
"5470","ENST00000314367",798,805,8,"*","7mer-a1",-3881,8,"TDMD?",TRUE,"CBWD1","ENSG00000172785.19",0.253890391979847,2.61897730630177,0.386978242027082,0.533892057977762,1,1254.469,"CBWD1",-0.21570336302421,0,0,0,0,1,0,"CBWD1","ENSG00000172785"
"5486","ENST00000314531",1694,1701,8,"*","7mer-a1",-3881,0,"-",FALSE,"ZNF77","ENSG00000175691.9",-0.205338680958827,2.42750492693709,0.721904402407889,0.395519940276622,1,1808.135,"ZNF77",-0.742074009755185,0,1,0,0,3,0,"ZNF77","ENSG00000175691"
"5768","ENST00000318410",1866,1873,8,"*","7mer-a1",-3881,0,"-",TRUE,"WASHC5","ENSG00000164961.16",0.014573854365484,3.45097355283953,0.00848319960984867,0.926615182718562,1,3780.0255,"WASHC5",-0.150423693422353,0,0,0,0,1,0,"WASHC5","ENSG00000164961"
"7666","ENST00000341119",673,680,8,"*","7mer-a1",-3881,0,"-",TRUE,"SLC25A40","ENSG00000075303.13",0.00520178168589939,2.11662903354527,0.000369457823271802,0.984664577219961,1,2514.1565,"SLC25A40",-0.150423693422353,0,0,0,0,1,0,"SLC25A40","ENSG00000075303"
"8320","ENST00000350721",1113,1120,8,"*","7mer-a1",-3881,0,"-",TRUE,"ATR","ENSG00000175054.16",-0.11293875835426,2.25595733686211,0.0960761398980381,0.756590223636306,1,7431.264,"ATR",-0.285870198740185,0,0,0,0,3,0,"ATR","ENSG00000175054"
"8873","ENST00000356521",906,913,8,"*","7mer-a1",-3881,8,"TDMD?",TRUE,"CBWD1","ENSG00000172785.19",0.570342349780717,4.15329497735561,2.86263198288428,0.090659047390751,1,1299.982,"CBWD1",-0.21570336302421,0,0,0,0,1,0,"CBWD1","ENSG00000172785"
"9279","ENST00000358598",3215,3222,8,"*","7mer-a1",-3881,0,"-",FALSE,"PRKAR1A","ENSG00000108946.16",0.125985166312274,7.5766500696339,1.63814455317969,0.200580233007998,1,2720.008,"PRKAR1A",-0.549486723977493,0,1,0,0,0,0,"PRKAR1A","ENSG00000108946"
"9281","ENST00000358604",1004,1011,8,"*","7mer-a1",-3881,8,"TDMD?",FALSE,"CBWD2","ENSG00000136682.16",-0.32931878776725,3.26574322041001,1.05291541419952,0.304836595013181,1,1251.483,"CBWD2",-0.693584116834748,0,1,0,0,0,0,"CBWD2","ENSG00000136682"
"10150","ENST00000367182",1318,1325,8,"*","7mer-a1",-3881,2,"-",TRUE,"MDM4","ENSG00000198625.14",-0.329994324661577,1.90571889207237,0.136723524898864,0.711560246090136,1,9457.5295,"MDM4",-0.150423693422353,0,0,0,0,1,0,"MDM4","ENSG00000198625"
"10651","ENST00000369301",6734,6741,8,"*","7mer-a1",-3881,0,"-",FALSE,"NHLRC2","ENSG00000196865.4",-0.221301181484884,2.62358169690823,0.86638278713796,0.351958656339897,1,8330.921,"NHLRC2",-1.54310806553496,1,2,0,0,1,0,"NHLRC2","ENSG00000196865"
"11048","ENST00000370982",2604,2611,8,"*","7mer-a1",-3881,1,"-",FALSE,"GNG12","ENSG00000172380.6",-0.0582871444094721,2.97781112954641,0.0783244898471773,0.779580982369529,1,3370.1395,"GNG12",-1.08295080981144,0,2,0,0,0,0,"GNG12","ENSG00000172380"
"12262","ENST00000376463",49,56,8,"*","7mer-a1",-3881,0,"-",TRUE,"TLE1","ENSG00000196781.16",0.0980837027999835,4.4002846978231,0.563557436726755,0.452830437883382,1,750.93,"TLE1",-0.282674278359002,0,0,0,0,2,0,"TLE1","ENSG00000196781"
"12265","ENST00000376499",139,146,8,"*","7mer-a1",-3881,0,"-",TRUE,"TLE1","ENSG00000196781.16",0.0141224208579872,5.13332068459858,0.0220452778277949,0.881966712661592,1,3565.2465,"TLE1",-0.410589174245996,0,0,1,0,1,0,"TLE1","ENSG00000196781"
"12278","ENST00000376552",157,164,8,"*","7mer-a1",-3881,0,"-",TRUE,"TLE4","ENSG00000106829.20",0.148094685171646,4.0254372875064,0.773285780539699,0.379202485315235,1,4186.855,"TLE4",-0.708582780324076,0,0,0,0,3,0,"TLE4","ENSG00000106829"
"12443","ENST00000377400",906,913,8,"*","7mer-a1",-3881,8,"TDMD?",TRUE,"CBWD1","ENSG00000172785.19",-0.0793606302715968,6.13189675483989,0.357834082537057,0.549711598115709,1,1260.3255,"CBWD1",-0.21570336302421,0,0,0,0,1,0,"CBWD1","ENSG00000172785"
