"","gene_id","logFC","logCPM","LR","PValue","FDR","gene_name","transcript","repression","8mer","7mer","6mer","non-canonical","ORF.canonical","ORF.nonCanonical","symbol"
"13992","ENSG00000273780",-0.147527952250905,3.36923137636445,1.43397285668623,0.231117158931649,0.981207601008757,"ARHGAP23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","ENSG00000005379",-0.157501136286673,3.51934097395806,1.42586991385515,0.232439655106853,0.98126724123953,"TSPOAP1","ENST00000343736",-0.249567923787986,0,0,0,0,3,0,"TSPOAP1"
"224","ENSG00000011347",-0.128480688857298,5.40540153296457,1.42992041347169,0.23177742748394,0.98126724123953,"SYT7","ENST00000263846",-0.199937114023018,0,0,1,0,1,0,"SYT7"
"676","ENSG00000063244",-0.250029059893075,2.02466058534586,1.43178639903797,0.231473118365084,0.98126724123953,"U2AF2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","ENSG00000075089",0.0736197324627404,5.56644559594155,1.42713363081793,0.23223280162907,0.98126724123953,"ACTR6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","ENSG00000082068",0.0975903540080819,4.59441216672481,1.41033485447462,0.235000813453502,0.98126724123953,"WDR70",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2247","ENSG00000103353",-0.0811977158626181,4.9388032067243,1.42569744035947,0.232467903947005,0.98126724123953,"UBFD1","ENST00000395878",-0.0883170549595684,0,0,0,0,1,0,"UBFD1"
"2429","ENSG00000105227",0.379103587496906,0.295331248143208,1.42143992273812,0.233166544216315,0.98126724123953,"PRX","ENST00000324001",-0.232272115440518,0,0,0,0,2,0,"PRX"
"2729","ENSG00000107815",0.23757611591824,1.43836416344838,1.4318416971588,0.231464107579422,0.98126724123953,"TWNK","ENST00000650396",-0.805972101659568,0,1,1,0,0,0,"TWNK"
"2767","ENSG00000108107",0.0776509224062935,7.01637334994292,1.41900462191609,0.233567306901846,0.98126724123953,"RPL28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870","ENSG00000109084",-0.100278952542201,6.07633387209169,1.41643441335166,0.233991173806174,0.98126724123953,"TMEM97","ENST00000226230",-0.751195100157986,1,0,0,0,0,0,"TMEM97"
"2890","ENSG00000109323",0.140637393656279,3.13489899820901,1.41396328920158,0.234399577328699,0.98126724123953,"MANBA","ENST00000644545",-0.273148623070583,0,0,1,0,0,0,"MANBA"
"3066","ENSG00000111412",-0.0872785435587079,4.96650047885136,1.41480821387194,0.234259839442476,0.98126724123953,"SPRING1","ENST00000261318",-1.25508615722202,0,1,3,0,1,0,"SPRING1"
"3097","ENSG00000111679",-0.30137519293111,0.871341904810901,1.41497717819731,0.23423190736182,0.98126724123953,"PTPN6","ENST00000399448",-0.106761783843352,0,0,0,0,2,0,"PTPN6"
"3109","ENSG00000111729",-0.483869808672029,-0.807290491195467,1.43144383466726,0.231528948393438,0.98126724123953,"CLEC4A","ENST00000345999",-0.189347037606917,0,0,0,0,2,0,"CLEC4A"
"3419","ENSG00000114850",0.0851609029813418,5.33011146311862,1.42053311412807,0.233315675046206,0.98126724123953,"SSR3","ENST00000265044",-0.626648463353776,0,1,0,0,0,0,"SSR3"
"3498","ENSG00000115425",0.15116622448949,2.89034143873186,1.41919765088541,0.233535510938482,0.98126724123953,"PECR","ENST00000265322",-0.200936949632244,0,0,1,0,0,0,"PECR"
"3641","ENSG00000116691",0.107088542449283,4.93968249420681,1.40937216831592,0.235160644820783,0.98126724123953,"MIIP","ENST00000235332",-0.0501635801001351,0,0,0,0,1,0,"MIIP"
"3934","ENSG00000119866",0.210442329965564,2.02017966384992,1.42984631425045,0.231789521712608,0.98126724123953,"BCL11A","ENST00000642384",-0.750116551550836,0,1,0,0,0,0,"BCL11A"
"4167","ENSG00000122591",0.132978015576233,3.07942703835953,1.42019209615831,0.233371787582152,0.98126724123953,"FAM126A","ENST00000440481",-0.727811467582775,0,1,1,0,0,0,"FAM126A"
"4182","ENSG00000122733",-0.265085428602496,1.39827163826796,1.41188090430186,0.234744403249811,0.98126724123953,"PHF24","ENST00000242315",-0.22835883698597,0,0,1,0,0,0,"PHF24"
"4202","ENSG00000122971",-0.241066125366696,2.16577045953385,1.41080568817508,0.234922690472926,0.98126724123953,"ACADS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4362","ENSG00000124701",0.56419848298713,-0.863917796843679,1.43214849102584,0.231414123443105,0.98126724123953,"APOBEC2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4459","ENSG00000125779",-0.0972928426899571,5.24121287214698,1.41539532003057,0.234162800193432,0.98126724123953,"PANK2","ENST00000316562",-1.67325907082235,2,1,1,0,0,0,"PANK2"
"4830","ENSG00000130287",0.109620101115252,4.92491474634947,1.41282049888525,0.234588738150577,0.98126724123953,"NCAN","ENST00000252575",-0.586885161777262,0,1,0,0,4,0,"NCAN"
"4893","ENSG00000130726",0.0912126965101257,5.65167918986932,1.41624382585185,0.23402264163086,0.98126724123953,"TRIM28","ENST00000253024",-0.111614002157067,0,0,0,0,2,0,"TRIM28"
"4941","ENSG00000131019",0.097562635528256,5.36386285169836,1.41633264916087,0.234007975413843,0.98126724123953,"ULBP3","ENST00000367339",-0.557373942275496,0,1,0,0,0,0,"ULBP3"
"5529","ENSG00000135778",0.0840396905216951,5.77582014590502,1.4100427300285,0.235049299942203,0.98126724123953,"NTPCR","ENST00000366628",-0.312400144176532,0,0,1,0,0,0,"NTPCR"
"5546","ENSG00000135912",0.201695235948005,2.02071390344591,1.42594951159452,0.23242661946482,0.98126724123953,"TTLL4","ENST00000258398",-0.0969530446390186,0,0,1,0,0,0,"TTLL4"
"5723","ENSG00000136997",0.170040610643588,2.50851228054957,1.42282603989977,0.232938810316718,0.98126724123953,"MYC","ENST00000621592",-0.760894942548741,0,1,0,0,0,0,"MYC"
"5996","ENSG00000138942",-0.114826697802467,4.55517277880225,1.41400527377783,0.234392631328943,0.98126724123953,"RNF185","ENST00000266252",-0.707267531056242,0,1,0,0,0,0,"RNF185"
"6182","ENSG00000140632",-0.0933731866107888,4.83231641756004,1.41638974692409,0.233998548202909,0.98126724123953,"GLYR1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7139","ENSG00000150401",-0.121620028480138,3.53931909070131,1.41804434471665,0.23372556269014,0.98126724123953,"DCUN1D2","ENST00000332592",-0.442369093856093,0,0,2,0,0,0,"DCUN1D2"
"7143","ENSG00000150456",0.128628364486788,3.8607037907856,1.41808883685348,0.23371822742579,0.98126724123953,"EEF1AKMT1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7191","ENSG00000151136",-0.155602807679223,3.11248811378526,1.42660854840235,0.232318723565368,0.98126724123953,"BTBD11","ENST00000280758",-0.908929018692383,1,0,0,0,2,0,"BTBD11"
"7217","ENSG00000151445",-0.0954399491028116,4.28323630896085,1.42500610720681,0.232581176639211,0.98126724123953,"VIPAS39",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7295","ENSG00000152154",0.121920100679976,4.03470609743824,1.42761172270805,0.232154602355532,0.98126724123953,"TMEM178A","ENST00000281961",-0.500076963707613,0,1,0,0,0,0,"TMEM178A"
"7390","ENSG00000153233",0.188248184422186,3.02487343666323,1.42996914235065,0.231769474533248,0.98126724123953,"PTPRR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8226","ENSG00000162702",0.0824745781194243,4.93372533121435,1.42115657223679,0.233213130755552,0.98126724123953,"ZNF281",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8952","ENSG00000166439",0.504962752651058,0.0405826746344501,1.429762894583,0.231803138104728,0.98126724123953,"RNF169","ENST00000299563",-0.81023589154402,0,1,2,0,0,0,"RNF169"
"9113","ENSG00000167447",0.119702213857776,3.80331652157596,1.42667451583435,0.232307926867708,0.98126724123953,"SMG8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9299","ENSG00000168461",0.16545653933296,2.7330183660765,1.41015638387871,0.235030434364773,0.98126724123953,"RAB31","ENST00000578921",-0.76735332734918,0,1,0,0,0,0,"RAB31"
"9905","ENSG00000172725",0.105771971686444,4.43044340689851,1.409489275568,0.235141194892826,0.98126724123953,"CORO1B","ENST00000341356",-0.666273207771486,0,1,0,0,0,0,"CORO1B"
"9983","ENSG00000173258",0.219175238333089,2.1938817677484,1.40965976693068,0.235112882067504,0.98126724123953,"ZNF483","ENST00000309235",-0.865986039874736,0,1,1,0,3,0,"ZNF483"
"10066","ENSG00000173914",0.0714488102838717,5.83007525631265,1.41724407806197,0.233857547406889,0.98126724123953,"RBM4B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10323","ENSG00000176383",0.152590357755943,3.13620428526602,1.41551440840285,0.234143122721829,0.98126724123953,"B3GNT4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10829","ENSG00000181666",-0.0915354284364705,4.96655770222815,1.42294615980137,0.232919087716358,0.98126724123953,"ZNF875",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10956","ENSG00000182831",0.0980776881021084,4.96819767390297,1.42102029603151,0.233235540355977,0.98126724123953,"C16orf72","ENST00000574285",-0.901145696085971,0,2,1,0,0,0,"C16orf72"
"11153","ENSG00000184227",0.145063906865281,2.83609122099728,1.42026119961771,0.233360415690103,0.98126724123953,"ACOT1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11740","ENSG00000189159",0.0620794489449731,10.8345229456808,1.42511815793171,0.232562812967245,0.98126724123953,"JPT1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12533","ENSG00000205583",0.15172082008091,4.56702967867103,1.42333433966058,0.232855365886731,0.98126724123953,"STAG3L1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12793","ENSG00000215861",0.0773395046743999,6.73140992508202,1.4253275380826,0.23252850294672,0.98126724123953,"ENSG00000215861",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13058","ENSG00000231256",-0.456341423208374,-0.46060910254132,1.41601488531747,0.234060448674078,0.98126724123953,"CFAP97D1","ENST00000449302",-1.26785259102431,0,2,2,0,1,0,"CFAP97D1"
"13907","ENSG00000270629",0.565578233634769,-0.245857828080242,1.41150199711317,0.234807213152033,0.98126724123953,"NBPF14","ENST00000614999",-0.0699004169871054,0,0,0,0,1,0,"NBPF14"
"13932","ENSG00000272419",-0.13209519605263,3.47328924673467,1.4229362439778,0.23292071572844,0.98126724123953,"LINC01145",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14038","ENSG00000274542",0.144960161838536,3.9536893913185,1.42246756183963,0.232997681162521,0.98126724123953,"CHRNA7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14095","ENSG00000275397",-0.13810833685267,3.30168255199238,1.42997576090659,0.231768394356307,0.98126724123953,"DHRS11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14184","ENSG00000276781",0.0765712001955189,8.35842929755613,1.40979050261728,0.235091174104482,0.98126724123953,"CHGA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14486","ENSG00000283059",0.497514930680187,-0.764853929130629,1.41503907609461,0.234221675812922,0.98126724123953,"KLLN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14564","ENSG00000284308",0.68899982204574,-0.504247778582363,1.42804606413281,0.232083586694658,0.98126724123953,"C2orf81",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14646","ENSG00000285130",-0.409807584267669,0.301840710530153,1.41322570561426,0.234521645025923,0.98126724123953,"ENSG00000285130",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14799","ENSG00000288407",-0.722114397212996,-0.974956019124512,1.41232531044238,0.234670761750432,0.98126724123953,"CCDC33",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13538","ENSG00000254553",-0.243894000739514,2.17002805372471,1.40855856353344,0.235295827319493,0.981555606523747,"ENSG00000254553","ENST00000480336",-0.658235242407311,0,1,0,0,2,0,"ENSG00000254553.1"
"4357","ENSG00000124614",0.0654221945711968,7.87370014964775,1.40747657631359,0.235475747985511,0.982030386391008,"RPS10","ENST00000644700",-0.39785429898299,0,0,1,0,0,0,"RPS10"
"3854","ENSG00000119280",0.132840919204158,3.5778683401938,1.40635375849795,0.235662634377876,0.982533941533355,"C1orf198","ENST00000366663",-0.0810549439067349,0,0,0,0,1,0,"C1orf198"
"12867","ENSG00000223551",0.226397958869401,2.87009219712738,1.40543934493949,0.235814965800341,0.982893186578022,"TMSB4XP4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291","ENSG00000084070",-0.0721038382207083,6.53535168086556,1.40227772467335,0.23634257732125,0.982972597088435,"SMAP2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2722","ENSG00000107745",-0.0795132541433159,5.96697338312756,1.39872773955545,0.236936704663527,0.982972597088435,"MICU1","ENST00000361114",-0.289191015626081,0,1,0,0,0,0,"MICU1"
"2877","ENSG00000109118",-0.189958233716471,2.25124160920547,1.39993983136202,0.236733645086571,0.982972597088435,"PHF12","ENST00000577226",-0.640044439475898,0,0,3,0,0,0,"PHF12"
"5653","ENSG00000136560",0.0803785405447398,5.63774631584148,1.40166100988805,0.236445661351765,0.982972597088435,"TANK","ENST00000392749",-0.308365172145435,0,0,1,0,0,0,"TANK"
"7328","ENSG00000152467",-0.142750308018575,2.83161970329091,1.40201675244185,0.236386192248398,0.982972597088435,"ZSCAN1","ENST00000601162",-0.274934695372981,0,0,0,0,1,0,"ZSCAN1"
"7503","ENSG00000154710",-0.110430046541541,4.47383770666593,1.39967318248056,0.23677829819621,0.982972597088435,"RABGEF1","ENST00000284957",-1.26717116714322,0,3,1,0,0,0,"RABGEF1"
"7964","ENSG00000160131",-0.0924618866049885,4.86492115802484,1.40200005869356,0.236388982519241,0.982972597088435,"VMA21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11195","ENSG00000184588",-0.125773179599903,5.01450769344548,1.40453983910936,0.23596493010419,0.982972597088435,"PDE4B","ENST00000329654",-0.411882058256231,0,0,1,0,2,0,"PDE4B"
"11381","ENSG00000185963",-0.127165729608931,3.51930229835579,1.39919230047013,0.236858852662871,0.982972597088435,"BICD2","ENST00000356884",-0.944129619523528,0,1,1,0,1,0,"BICD2"
"11426","ENSG00000186300",-0.115372724435729,3.35588985695879,1.39973813249784,0.236767420704619,0.982972597088435,"ZNF555","ENST00000334241",-1.24189526581193,0,2,0,0,4,0,"ZNF555"
"11693","ENSG00000188763",0.312192245556469,1.13307430312994,1.39859516381983,0.236958927645485,0.982972597088435,"FZD9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"11805","ENSG00000196235",0.073315054405077,5.88331056400478,1.39960751244097,0.236789296889147,0.982972597088435,"SUPT5H","ENST00000359191",-0.169549981153608,0,0,0,0,2,0,"SUPT5H"
"12095","ENSG00000197847",0.319450704167626,0.331179641927142,1.40024053801286,0.236683300894586,0.982972597088435,"SLC22A20P",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13470","ENSG00000250299",-0.169951252676351,2.71857612351545,1.40328978244845,0.236173529567512,0.982972597088435,"MRPS31P4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13481","ENSG00000250722",0.540027030879043,-0.889839135244901,1.40031360761357,0.236671069569526,0.982972597088435,"SELENOP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13682","ENSG00000259956",0.107331146343916,4.22872757495311,1.40284371757685,0.2362480193751,0.982972597088435,"RBM15B","ENST00000563281",-0.949168309427493,0,1,1,0,0,0,"RBM15B"
"13722","ENSG00000261649",0.523764294892056,-0.730906375695626,1.39980361323652,0.236756454943605,0.982972597088435,"GOLGA6L7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1899","ENSG00000100647",-0.221769881134731,2.09486360013393,1.39726465285099,0.237182094265533,0.983214397214022,"SUSD6","ENST00000342745",-0.500901947115029,0,1,1,0,0,0,"SUSD6"
"2611","ENSG00000106399",0.0827899483826432,5.60884253777228,1.39755768705847,0.237132921763946,0.983214397214022,"RPA3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4417","ENSG00000125454",0.166045084466082,2.33731357732759,1.39706395653205,0.237215779173009,0.983214397214022,"SLC25A19","ENST00000375261",-0.364046859581339,0,1,0,0,0,0,"SLC25A19"
"6590","ENSG00000144231",-0.108420331566531,4.35193629472902,1.39631386281905,0.237341726401682,0.983462021114918,"POLR2D","ENST00000272645",-0.981023806760819,0,1,1,0,0,0,"POLR2D"
"2232","ENSG00000103253",-0.202016622123754,2.32930480391542,1.39591337275892,0.237409005352246,0.983466473649641,"HAGHL","ENST00000549114",-0.278738982262471,0,0,1,0,0,0,"HAGHL"
"3337","ENSG00000113845",-0.0710543152297747,6.73596350532533,1.3951666917697,0.237534503221654,0.983712028256947,"TIMMDC1","ENST00000264244",-0.615310529411403,0,1,0,0,0,0,"TIMMDC1"
"10124","ENSG00000174501",0.117534397428589,5.44432754482327,1.39431578774393,0.237677616399045,0.984030376702289,"ANKRD36C","ENST00000456556",-0.0248247859609791,0,0,0,0,1,0,"ANKRD36C"
"8077","ENSG00000161204",0.10565595407786,4.88439070760677,1.39279069626096,0.237934382672938,0.984818961996793,"ABCF3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5778","ENSG00000137460",-0.221868213268956,1.68954707030298,1.38998336754677,0.238407908471367,0.984858031240867,"FHDC1","ENST00000511601",-0.317883938136546,0,0,1,0,1,0,"FHDC1"
"9383","ENSG00000168970",-0.374604244902737,0.829263459197688,1.39070292000245,0.238286429149914,0.984858031240867,"JMJD7-PLA2G4B","ENST00000382448",-0.0301537253234622,0,0,0,0,1,0,"JMJD7-PLA2G4B"
"10125","ENSG00000174514",0.282451804574356,1.20627248742571,1.39138552104987,0.23817125761841,0.984858031240867,"MFSD4A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10244","ENSG00000175550",0.0733669485079568,7.32991024102977,1.39188536094778,0.238086965211918,0.984858031240867,"DRAP1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13790","ENSG00000263956",0.267904792221754,1.43601325585016,1.39067395244774,0.238291318181276,0.984858031240867,"NBPF11","ENST00000614015",-0.851314576911556,1,0,0,0,0,0,"NBPF11"
"13925","ENSG00000272031",-0.187297873001435,2.69575717690283,1.39108268308286,0.238222345469515,0.984858031240867,"ANKRD34A","ENST00000606888",-0.224083738589977,0,0,0,0,2,0,"ANKRD34A"
"14735","ENSG00000286231",-1.81929327804734,-0.844096294081127,1.3903464739521,0.238346597197639,0.984858031240867,"ENSG00000286231",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2742","ENSG00000107897",-0.0962977448080155,4.78519583130991,1.38868594304959,0.238627137756866,0.984941964817517,"ACBD5","ENST00000676997",-0.297938141752997,0,0,1,0,0,0,"ACBD5"
"6294","ENSG00000141577",0.205321249199328,1.5576454876664,1.38876952393668,0.238613007498849,0.984941964817517,"CEP131","ENST00000269392",-0.283531304235507,0,0,0,0,3,0,"CEP131"
"6402","ENSG00000142937",0.0649427884358142,7.87455556607352,1.38918139322934,0.23854339134784,0.984941964817517,"RPS8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","ENSG00000065978",-0.0639269228784838,8.2721557232476,1.38400211385565,0.239420616366248,0.984952614534862,"YBX1","ENST00000321358",-0.0878040506790522,0,0,0,0,1,0,"YBX1"
"4869","ENSG00000130558",0.0805280599950951,9.50518841527814,1.38642267876813,0.239010153691387,0.984952614534862,"OLFM1","ENST00000371801",-0.0753669868378549,0,0,0,0,1,0,"OLFM1"
"5522","ENSG00000135744",0.185242687746684,6.92670164504786,1.38503259063542,0.239245770660472,0.984952614534862,"AGT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5901","ENSG00000138308",-0.700440357846587,-1.39101150259741,1.38392977371159,0.2394328964788,0.984952614534862,"PLA2G12B","ENST00000373032",-0.20979178328827,0,0,1,0,0,0,"PLA2G12B"
"6982","ENSG00000148339",0.138997557736233,4.12245334081876,1.38662779103172,0.238975411462617,0.984952614534862,"SLC25A25","ENST00000373064",-0.294602618755331,0,0,0,0,1,0,"SLC25A25"
"7135","ENSG00000150316",0.0625492495507558,7.05330154833528,1.3851138376909,0.239231991698419,0.984952614534862,"CWC15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7584","ENSG00000155760",-0.623572926610499,-0.634268818943015,1.38543076358034,0.239178252380206,0.984952614534862,"FZD7","ENST00000286201",-0.401685249234658,0,1,0,0,0,0,"FZD7"
"9247","ENSG00000168092",0.0731570638904512,5.80093288405572,1.38452758331598,0.239331438174241,0.984952614534862,"PAFAH1B2","ENST00000527958",-0.330289117535666,0,0,0,0,1,0,"PAFAH1B2"
"9671","ENSG00000171033",-0.070387276717462,9.38958880475218,1.38378015696114,0.239458297121674,0.984952614534862,"PKIA","ENST00000396418",-0.500736562572299,0,1,0,0,0,0,"PKIA"
"10867","ENSG00000182118",0.256939751555513,1.95602754189633,1.38358357682862,0.239491675779194,0.984952614534862,"FAM89A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12674","ENSG00000213793",-0.462761470909724,-0.262583865224861,1.38625715254245,0.239038195248589,0.984952614534862,"ZNF888","ENST00000638862",-0.968088100835184,0,0,0,0,3,0,"ZNF888"
"14223","ENSG00000277406",0.317677382077647,0.571970034643719,1.38621608767186,0.239045152607104,0.984952614534862,"SEC22B4P",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14518","ENSG00000283761",0.424603983191048,1.48667488284154,1.38506693522315,0.239239945928443,0.984952614534862,"ENSG00000283761","ENST00000638792",-0.235985364853309,0,0,1,0,0,0,"ENSG00000283761.1"
"411","ENSG00000036530",0.0803660846106631,4.95413732641499,1.38292199627278,0.239604051503347,0.985142038494939,"CYP46A1","ENST00000554611",-0.827133715515583,0,1,0,0,0,0,"CYP46A1"
"4847","ENSG00000130368",0.463624724853659,-0.691276123794466,1.38048114177461,0.240019208399798,0.985212860121303,"MAS1","ENST00000252660",-0.418116326337961,0,0,2,0,0,0,"MAS1"
"4855","ENSG00000130477",-0.120349979902936,4.70966148383529,1.38171572270076,0.239809113443584,0.985212860121303,"UNC13A","ENST00000519716",-1.17280620236626,0,2,1,0,2,0,"UNC13A"
"6405","ENSG00000142961",0.276395928926874,1.18909716746676,1.38073076212632,0.239976711190308,0.985212860121303,"MOB3C","ENST00000319928",-0.376486949156989,0,0,1,0,1,0,"MOB3C"
"7106","ENSG00000149639",-0.145751274366287,3.65546877934595,1.38085505155339,0.239955554652013,0.985212860121303,"SOGA1","ENST00000237536",-0.527306826648968,0,0,1,0,2,0,"SOGA1"
"12581","ENSG00000206450",0.10049713382025,8.95986599676491,1.38081916898239,0.239961662348184,0.985212860121303,"HLA-B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13883","ENSG00000269737",-0.572716453988677,-1.0533365171169,1.38097658116854,0.239934870080571,0.985212860121303,"ENSG00000269737",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","ENSG00000006432",0.106522335887322,4.18643694805482,1.37068053461259,0.241694992865675,0.985257441870808,"MAP3K9","ENST00000554752",-0.703917558530079,0,1,2,0,1,0,"MAP3K9"
"381","ENSG00000032444",0.18969257229781,2.07253217820351,1.36432305040467,0.242789662084056,0.985257441870808,"PNPLA6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","ENSG00000044524",-0.161284984055628,3.94523421791475,1.37117111775505,0.241610771369685,0.985257441870808,"EPHA3","ENST00000336596",-0.141004623090878,0,0,0,0,2,0,"EPHA3"
"752","ENSG00000065809",0.0911701668579216,5.04288806288321,1.35906575049086,0.243699460804983,0.985257441870808,"FAM107B","ENST00000378467",-1.03952780460159,1,1,0,0,0,0,"FAM107B"
"820","ENSG00000067842",-0.131192809046021,3.33330296765786,1.35628315070594,0.244182684111766,0.985257441870808,"ATP2B3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","ENSG00000073737",-0.268575757729266,1.54227605861286,1.3630798861788,0.243004422844488,0.985257441870808,"DHRS9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044","ENSG00000075391",-0.103614833161315,4.40130830283592,1.35409077421585,0.244564233335343,0.985257441870808,"RASAL2","ENST00000367649",-1.37858886929541,1,1,1,0,2,0,"RASAL2"
"1112","ENSG00000077458",0.118379185273883,3.64968462221415,1.37311677805995,0.241277099154861,0.985257441870808,"FAM76B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1889","ENSG00000100600",0.0624594076675197,6.4338303993187,1.35503430319163,0.24439993760552,0.985257441870808,"LGMN","ENST00000334869",-0.42969729064042,0,1,0,0,1,0,"LGMN"
"2093","ENSG00000102038",0.0903337256373608,4.80916474498475,1.36474381055832,0.242717026753982,0.985257441870808,"SMARCA1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2134","ENSG00000102409",-0.0566904573254212,8.72353754080099,1.37960405273984,0.240168603059407,0.985257441870808,"BEX4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2156","ENSG00000102780",0.229530653016998,2.10165691585304,1.36993759032494,0.241822606837771,0.985257441870808,"DGKH","ENST00000261491",-1.94863504849349,1,3,3,0,1,0,"DGKH"
"2188","ENSG00000102981",0.0980938594288259,4.24049051198802,1.3733140917209,0.241243292053163,0.985257441870808,"PARD6A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2357","ENSG00000104691",0.154606316699183,2.57397302282151,1.36531410853929,0.242618619140231,0.985257441870808,"UBXN8","ENST00000380154",-0.495470267934732,0,1,0,0,0,0,"UBXN8"
"2695","ENSG00000107338",0.30680822573732,1.20317978855382,1.35399331449579,0.244581211574883,0.985257441870808,"SHB","ENST00000377707",-0.83485075461464,0,2,0,0,0,0,"SHB"
"2951","ENSG00000110046",0.282929289145232,1.14011800366886,1.37108721880326,0.241625172298382,0.985257441870808,"ATG2A","ENST00000377264",-0.16350274298415,0,0,1,0,1,0,"ATG2A"
"2989","ENSG00000110436",0.146738066811357,2.99320189457431,1.35918162367789,0.243679363696875,0.985257441870808,"SLC1A2","ENST00000278379",-1.81019056965712,1,3,1,0,1,0,"SLC1A2"
"3302","ENSG00000113558",-0.0644778751803963,10.5870873500142,1.36068438694042,0.243418906585255,0.985257441870808,"SKP1","ENST00000353411",-0.660966525151168,0,1,1,0,0,0,"SKP1"
"3692","ENSG00000117143",0.103343012639392,4.38890557240821,1.36824379641634,0.242113853065754,0.985257441870808,"UAP1","ENST00000367925",-0.103316045844658,0,0,0,0,1,0,"UAP1"
"3911","ENSG00000119707",0.0835953400784002,6.45942574961786,1.37954494337907,0.24017867522724,0.985257441870808,"RBM25","ENST00000261973",-0.640714361335294,0,0,2,0,0,0,"RBM25"
"4563","ENSG00000126822",-0.356782068252027,1.54910807776045,1.35673165119533,0.244104719042765,0.985257441870808,"PLEKHG3","ENST00000247226",-0.892659554409154,0,1,1,0,1,0,"PLEKHG3"
"4599","ENSG00000127483",-0.0707292641457309,5.35971332090674,1.37827730217256,0.240394803488698,0.985257441870808,"HP1BP3","ENST00000312239",-0.323722666487817,0,0,0,0,1,0,"HP1BP3"
"4975","ENSG00000131323",-0.127045988497089,3.23070905709063,1.36685128432483,0.242353614144976,0.985257441870808,"TRAF3","ENST00000392745",-0.218218187663656,0,0,1,0,1,0,"TRAF3"
"5018","ENSG00000131732",0.13942129489484,3.18482426031832,1.35910306983745,0.243692987896724,0.985257441870808,"ZCCHC9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5047","ENSG00000131981",0.0735769754722368,7.77469857968449,1.35875940381856,0.243752603473551,0.985257441870808,"LGALS3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5134","ENSG00000132664",0.112331691707433,3.99112247648482,1.36632903901663,0.242443608276416,0.985257441870808,"POLR3F","ENST00000377603",-0.834800280466909,0,1,0,0,1,0,"POLR3F"
